Place Name,City,Location,Rating,Review Count,Popularity Score,Review
Vallarpadam Church - 27,Kochi,"Kochi, Kerala, India",4.5,996,94.98,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Mattancherry Palace - 46 - 37 - 4,Kochi,"Kochi, Kerala, India",4.1,2959,96.8,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Athirappilly Waterfalls - 9 - 11 - 47,Kochi,"Kochi, Kerala, India",4.3,3748,104.74,Services need improvement.
Vallarpadam Church - 10 - 36,Kochi,"Kochi, Kerala, India",3.4,4494,90.47,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Mattancherry Palace - 46 - 37 - 17 - 24,Kochi,"Kochi, Kerala, India",3.7,2267,85.34,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Mangalavanam Bird Sanctuary - 50 - 37 - 38,Kochi,"Kochi, Kerala, India",3.3,4071,86.36,"Very clean and peaceful, highly recommended."
Mangalavanam Bird Sanctuary - 15 - 1,Kochi,"Kochi, Kerala, India",3.7,2954,88.77,Services need improvement.
Andhakaranazhi Beach - 14,Kochi,"Kochi, Kerala, India",4.1,568,84.84,Perfect for family visits!
Paniyeli Poru - 37,Kochi,"Kochi, Kerala, India",4.4,223,89.11,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Museum of Kerala History - 24,Kochi,"Kochi, Kerala, India",3.4,4272,89.36,"Well maintained, great for tourists."
Vypeen Island - 46 - 45,Kochi,"Kochi, Kerala, India",3.3,4868,90.34,"Very clean and peaceful, highly recommended."
Vallarpadam Church - 38 - 14,Kochi,"Kochi, Kerala, India",4.5,3765,108.83,Perfect for family visits!
Mattancherry Palace - 30 - 34,Kochi,"Kochi, Kerala, India",4.8,140,96.7,"Well maintained, great for tourists."
Kochi International Marina - 1 - 49 - 6,Kochi,"Kochi, Kerala, India",3.1,2106,72.53,Disappointing experience!
Andhakaranazhi Beach - 35 - 37,Kochi,"Kochi, Kerala, India",2.8,3126,71.63,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Kodanad Viewpoint - 17,Kochi,"Kochi, Kerala, India",4.2,1423,91.11,അവസാനം നിരാശയായിരുന്നു!
Kerala Kathakali Centre - 8,Kochi,"Kochi, Kerala, India",4.1,3109,97.55,Disappointing experience!
Kochi International Marina - 36 - 50 - 12,Kochi,"Kochi, Kerala, India",4.8,3613,114.06,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Santa Cruz Basilica - 31,Kochi,"Kochi, Kerala, India",3.2,3296,80.48,"Very clean and peaceful, highly recommended."
Kochi International Marina - 1 - 33 - 13 - 1,Kochi,"Kochi, Kerala, India",3.3,4561,88.81,"വളരെ മനോഹരമായ സ്ഥലം, സന്ദർശിക്കേണ്ടത് അനിവാര്യമാണ്."
Wonderla Kochi - 6 - 34,Kochi,"Kochi, Kerala, India",4.6,1453,99.27,Cleanliness could be better.
Lighthouse Beach - 49 - 23,Kochi,"Kochi, Kerala, India",4.2,836,88.18,Perfect for family visits!
Kochi International Marina - 1 - 33 - 10 - 1,Kochi,"Kochi, Kerala, India",4,88,80.44,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Kochi International Marina - 1 - 33 - 10 - 15,Kochi,"Kochi, Kerala, India",3.2,409,66.05,Disappointing experience!
Kochi International Marina - 1 - 49 - 6 - 10,Kochi,"Kochi, Kerala, India",3.3,267,67.33,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Vypeen Island - 32 - 46,Kochi,"Kochi, Kerala, India",2.7,816,58.08,കുടുംബത്തിനായി മികച്ചത്!
Bolgatty Palace - 50 - 39 - 16,Kochi,"Kochi, Kerala, India",5,4760,123.8,കുടുംബത്തിനായി മികച്ചത്!
Kodanad Viewpoint - 17 - 33,Kochi,"Kochi, Kerala, India",2.9,1519,65.59,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Mattancherry Palace - 46 - 46,Kochi,"Kochi, Kerala, India",2.8,184,56.92,Amazing experience! Loved every moment.
Bolgatty Palace - 50 - 39 - 15 - 49,Kochi,"Kochi, Kerala, India",4.6,2355,103.78,"Very clean and peaceful, highly recommended."
Puthuvype Beach - 32,Kochi,"Kochi, Kerala, India",3.3,3160,81.8,കുടുംബത്തിനായി മികച്ചത്!
Mattancherry Palace - 46 - 13,Kochi,"Kochi, Kerala, India",2.6,1103,57.52,Disappointing experience!
Lighthouse Beach - 49 - 47,Kochi,"Kochi, Kerala, India",3.5,3643,88.22,"Not well maintained, needs improvement."
Paradesi Synagogue - 18 - 21,Kochi,"Kochi, Kerala, India",3.7,4128,94.64,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Andhakaranazhi Beach - 35 - 37 - 47,Kochi,"Kochi, Kerala, India",3.1,1598,69.99,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Kochi International Marina - 1 - 33 - 13 - 4,Kochi,"Kochi, Kerala, India",4.5,67,90.33,Disappointing experience!
Kodanad Viewpoint - 23 - 1,Kochi,"Kochi, Kerala, India",2.9,1558,65.79,"Well maintained, great for tourists."
Lighthouse Beach - 10 - 23,Kochi,"Kochi, Kerala, India",3.1,1656,70.28,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Pallipuram Fort - 13 - 36,Kochi,"Kochi, Kerala, India",4.3,2259,97.3,Disappointing experience!
Mattancherry Palace - 30 - 19,Kochi,"Kochi, Kerala, India",5,3317,116.59,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Vypeen Island - 32 - 27 - 23,Kochi,"Kochi, Kerala, India",2.5,4594,72.97,"Very clean and peaceful, highly recommended."
India Gate,Delhi,"Delhi, India",3,4480,82.4,"Well maintained, great for tourists."
Red Fort,Delhi,"Delhi, India",3.9,2648,91.24,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Qutub Minar,Delhi,"Delhi, India",2.9,1776,66.88,Amazing experience! Loved every moment.
Lotus Temple,Delhi,"Delhi, India",3.8,2749,89.75,परिवार के लिए बेहतरीन जगह!
Humayun's Tomb,Delhi,"Delhi, India",3.4,4055,88.28,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Akshardham Temple,Delhi,"Delhi, India",2.8,4982,80.91,Cleanliness could be better.
Jama Masjid,Delhi,"Delhi, India",4.8,4487,118.44,Perfect for family visits!
Chandni Chowk,Delhi,"Delhi, India",3.5,1843,79.22,"Not well maintained, needs improvement."
Hauz Khas Village,Delhi,"Delhi, India",4.8,2370,107.85,सुविधाओं में सुधार की जरूरत है।
Connaught Place,Delhi,"Delhi, India",3.5,1170,75.85,Cleanliness could be better.
Lodhi Garden,Delhi,"Delhi, India",3.9,4054,98.27,Amazing experience! Loved every moment.
National Museum,Delhi,"Delhi, India",2.8,1305,62.52,"Too crowded, didn't enjoy much."
Rashtrapati Bhavan,Delhi,"Delhi, India",4.3,2395,97.97,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Gurudwara Bangla Sahib,Delhi,"Delhi, India",3.5,3294,86.47,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Jantar Mantar,Delhi,"Delhi, India",4.1,224,83.12,Perfect for family visits!
Delhi Zoo,Delhi,"Delhi, India",4.8,2372,107.86,Cleanliness could be better.
Dilli Haat,Delhi,"Delhi, India",2.8,1847,65.23,Perfect for family visits!
Raj Ghat,Delhi,"Delhi, India",3.2,483,66.42,Services need improvement.
Agrasen ki Baoli,Delhi,"Delhi, India",4.4,531,90.66,Disappointing experience!
Purana Qila,Delhi,"Delhi, India",4,1799,89,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Safdarjung Tomb,Delhi,"Delhi, India",4.8,4626,119.13,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Nehru Planetarium,Delhi,"Delhi, India",4.1,1363,88.81,Services need improvement.
National Rail Museum,Delhi,"Delhi, India",2.8,736,59.68,"Not well maintained, needs improvement."
Waste to Wonder Park,Delhi,"Delhi, India",4.4,3783,106.91,Disappointing experience!
Tughlaqabad Fort,Delhi,"Delhi, India",2.9,1307,64.53,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Sarojini Nagar Market,Delhi,"Delhi, India",4.8,3411,113.06,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Khan Market,Delhi,"Delhi, India",4.2,4800,108,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Garden of Five Senses,Delhi,"Delhi, India",3.8,2979,90.89,Services need improvement.
Nizamuddin Dargah,Delhi,"Delhi, India",4.6,3494,109.47,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Select Citywalk Mall,Delhi,"Delhi, India",3.4,808,72.04,"Very clean and peaceful, highly recommended."
Majnu Ka Tila,Delhi,"Delhi, India",2.9,3375,74.88,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Mehrauli Archaeological Park,Delhi,"Delhi, India",4.4,3020,103.1,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Okhla Bird Sanctuary,Delhi,"Delhi, India",4.4,3027,103.14,सुविधाओं में सुधार की जरूरत है।
Adventure Island,Delhi,"Delhi, India",3.6,2885,86.42,"देखने में जितना अच्छा लगा, असलियत में वैसा नहीं था।"
Kingdom of Dreams,Delhi,"Delhi, India",3.6,2024,82.12,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Delhi War Cemetery,Delhi,"Delhi, India",3.3,262,67.31,Cleanliness could be better.
ISKCON Temple,Delhi,"Delhi, India",2.8,1533,63.66,Perfect for family visits!
National Science Centre,Delhi,"Delhi, India",4.3,4242,107.21,"Well maintained, great for tourists."
Shankar's International Dolls Museum,Delhi,"Delhi, India",4.4,672,91.36,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Bhardwaj Lake,Delhi,"Delhi, India",3.7,4063,94.31,Amazing experience! Loved every moment.
Sulabh International Museum of Toilets,Delhi,"Delhi, India",2.8,3128,71.64,Disappointing experience!
Ambience Mall,Delhi,"Delhi, India",4.1,4121,102.61,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
DLF Promenade,Delhi,"Delhi, India",4.9,1131,103.66,"Too crowded, didn't enjoy much."
PVR Director's Cut,Delhi,"Delhi, India",4.5,2779,103.89,परिवार के लिए बेहतरीन जगह!
Kunzum Travel Cafe,Delhi,"Delhi, India",4.3,4984,110.92,Amazing experience! Loved every moment.
Indian Habitat Centre,Delhi,"Delhi, India",2.9,4356,79.78,"Too crowded, didn't enjoy much."
Feroz Shah Kotla,Delhi,"Delhi, India",4.2,3781,102.91,Services need improvement.
Pragati Maidan,Delhi,"Delhi, India",3.7,2048,84.24,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Indira Gandhi Memorial Museum,Delhi,"Delhi, India",3.6,4917,96.59,"Not well maintained, needs improvement."
Yamuna Biodiversity Park,Delhi,"Delhi, India",3.4,180,68.9,"Not well maintained, needs improvement."
Garden of Five Senses - 34,Delhi,"Delhi, India",3.1,4090,82.45,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Akshardham Temple - 8,Delhi,"Delhi, India",4.9,2350,109.75,"Beautiful place, a must-visit destination."
Jantar Mantar - 27,Delhi,"Delhi, India",3.2,2199,75,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Garden of Five Senses - 10,Delhi,"Delhi, India",4.8,2089,106.44,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Adventure Island - 38,Delhi,"Delhi, India",3.5,4002,90.01,"Too crowded, didn't enjoy much."
Mehrauli Archaeological Park - 8,Delhi,"Delhi, India",4.2,3337,100.69,"Not well maintained, needs improvement."
Khan Market - 42,Delhi,"Delhi, India",3.6,3229,88.14,Perfect for family visits!
Safdarjung Tomb - 11,Delhi,"Delhi, India",3.7,4294,95.47,"Not well maintained, needs improvement."
Garden of Five Senses - 34 - 7,Delhi,"Delhi, India",2.5,4749,73.75,सुविधाओं में सुधार की जरूरत है।
Red Fort - 7,Delhi,"Delhi, India",2.7,3248,70.24,Perfect for family visits!
India Gate - 39,Delhi,"Delhi, India",4.6,3165,107.83,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Khan Market - 22,Delhi,"Delhi, India",2.8,562,58.81,परिवार के लिए बेहतरीन जगह!
India Gate - 39 - 3,Delhi,"Delhi, India",4.3,3518,103.59,"Very clean and peaceful, highly recommended."
Kingdom of Dreams - 43,Delhi,"Delhi, India",2.9,3320,74.6,"Beautiful place, a must-visit destination."
India Gate - 7,Delhi,"Delhi, India",4.7,4677,117.39,"Not well maintained, needs improvement."
DLF Promenade - 21,Delhi,"Delhi, India",3.3,2326,77.63,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Garden of Five Senses - 10 - 48,Delhi,"Delhi, India",4.3,3796,104.98,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Garden of Five Senses - 34 - 43,Delhi,"Delhi, India",3.5,3287,86.44,"Not well maintained, needs improvement."
Majnu Ka Tila - 22,Delhi,"Delhi, India",2.7,2239,65.19,Perfect for family visits!
India Gate - 50,Delhi,"Delhi, India",4.1,4400,104,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
National Science Centre - 26,Delhi,"Delhi, India",3.4,4004,88.02,"Beautiful place, a must-visit destination."
India Gate - 39 - 21,Delhi,"Delhi, India",5,4648,123.24,"Beautiful place, a must-visit destination."
Red Fort - 7 - 10,Delhi,"Delhi, India",4.5,711,93.56,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Sarojini Nagar Market - 20,Delhi,"Delhi, India",4.2,1150,89.75,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Bhardwaj Lake - 20,Delhi,"Delhi, India",4.7,3477,111.39,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Indian Habitat Centre - 8,Delhi,"Delhi, India",2.9,1052,63.26,सुविधाओं में सुधार की जरूरत है।
Kunzum Travel Cafe - 46,Delhi,"Delhi, India",4.8,2998,110.99,"Not well maintained, needs improvement."
Okhla Bird Sanctuary - 41,Delhi,"Delhi, India",4.4,1171,93.86,"Too crowded, didn't enjoy much."
Akshardham Temple - 29,Delhi,"Delhi, India",4.9,3457,115.28,सुविधाओं में सुधार की जरूरत है।
Delhi War Cemetery - 41,Delhi,"Delhi, India",2.7,4577,76.89,सुविधाओं में सुधार की जरूरत है।
Raj Ghat - 47,Delhi,"Delhi, India",4,2165,90.83,Amazing experience! Loved every moment.
PVR Director's Cut - 10,Delhi,"Delhi, India",3.8,3570,93.85,परिवार के लिए बेहतरीन जगह!
Dilli Haat - 48,Delhi,"Delhi, India",3.7,386,75.93,"Beautiful place, a must-visit destination."
Dilli Haat - 48 - 19,Delhi,"Delhi, India",3.5,2927,84.64,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Agrasen ki Baoli - 24,Delhi,"Delhi, India",4.3,4881,110.41,Cleanliness could be better.
Bhardwaj Lake - 42,Delhi,"Delhi, India",4.4,2359,99.8,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Indian Habitat Centre - 9,Delhi,"Delhi, India",4.9,2777,111.89,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Khan Market - 18,Delhi,"Delhi, India",4.5,2827,104.14,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Tughlaqabad Fort - 45,Delhi,"Delhi, India",4.1,3178,97.89,"देखने में जितना अच्छा लगा, असलियत में वैसा नहीं था।"
Feroz Shah Kotla - 3,Delhi,"Delhi, India",4.8,2810,110.05,परिवार के लिए बेहतरीन जगह!
Kunzum Travel Cafe - 46 - 23,Delhi,"Delhi, India",4.7,1020,99.1,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Nehru Planetarium - 12,Delhi,"Delhi, India",4,2278,91.39,"देखने में जितना अच्छा लगा, असलियत में वैसा नहीं था।"
Gurudwara Bangla Sahib - 41,Delhi,"Delhi, India",4,1642,88.21,"Beautiful place, a must-visit destination."
Chandni Chowk - 47,Delhi,"Delhi, India",4.7,1697,102.48,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Pragati Maidan - 30,Delhi,"Delhi, India",3,3925,79.62,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Garden of Five Senses - 18,Delhi,"Delhi, India",4.2,4660,107.3,Disappointing experience!
Indian Habitat Centre - 30,Delhi,"Delhi, India",4.6,516,94.58,"Well maintained, great for tourists."
India Gate - 50 - 38,Delhi,"Delhi, India",3.9,715,81.58,Cleanliness could be better.
Indian Habitat Centre - 33,Delhi,"Delhi, India",4.6,1664,100.32,बहुत ही शानदार अनुभव! यहाँ आकर बहुत अच्छा लगा।
Garden of Five Senses - 29,Delhi,"Delhi, India",4.6,3415,109.08,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Bhardwaj Lake - 3,Delhi,"Delhi, India",4.4,3106,103.53,Perfect for family visits!
Mehrauli Archaeological Park - 8 - 14,Delhi,"Delhi, India",3.3,4030,86.15,Amazing experience! Loved every moment.
Garden of Five Senses - 34 - 7 - 16,Delhi,"Delhi, India",3.7,1169,79.84,"Not well maintained, needs improvement."
Delhi War Cemetery - 41 - 13,Delhi,"Delhi, India",3.3,4227,87.14,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
PVR Director's Cut - 39,Delhi,"Delhi, India",3.2,4322,85.61,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Bhardwaj Lake - 3 - 6,Delhi,"Delhi, India",4.7,4960,118.8,Disappointing experience!
Kingdom of Dreams - 43 - 32,Delhi,"Delhi, India",2.8,1024,61.12,Amazing experience! Loved every moment.
Bhardwaj Lake - 13,Delhi,"Delhi, India",4.1,2592,94.96,"Not well maintained, needs improvement."
Shankar's International Dolls Museum - 6,Delhi,"Delhi, India",4,960,84.8,सुविधाओं में सुधार की जरूरत है।
Khan Market - 18 - 9,Delhi,"Delhi, India",2.5,4540,72.7,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
PVR Director's Cut - 33,Delhi,"Delhi, India",4,4773,103.86,"Very clean and peaceful, highly recommended."
Garden of Five Senses - 18 - 29,Delhi,"Delhi, India",3.3,4117,86.59,Services need improvement.
Khan Market - 47,Delhi,"Delhi, India",3.3,4331,87.66,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Agrasen ki Baoli - 24 - 2,Delhi,"Delhi, India",4.7,157,94.78,"Beautiful place, a must-visit destination."
DLF Promenade - 21 - 7,Delhi,"Delhi, India",3.3,4146,86.73,बहुत ही शानदार अनुभव! यहाँ आकर बहुत अच्छा लगा।
Kunzum Travel Cafe - 46 - 23 - 7,Delhi,"Delhi, India",2.6,84,52.42,"सफाई की ज़रूरत है, जगह अच्छी नहीं लगी।"
Okhla Bird Sanctuary - 47,Delhi,"Delhi, India",3.7,4037,94.19,"Well maintained, great for tourists."
Gurudwara Bangla Sahib - 29,Delhi,"Delhi, India",2.8,1332,62.66,Disappointing experience!
Garden of Five Senses - 9,Delhi,"Delhi, India",2.6,4312,73.56,"Too crowded, didn't enjoy much."
Gurudwara Bangla Sahib - 15,Delhi,"Delhi, India",2.6,2199,62.99,"Too crowded, didn't enjoy much."
Indian Habitat Centre - 8 - 9,Delhi,"Delhi, India",2.8,2040,66.2,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Mehrauli Archaeological Park - 8 - 33,Delhi,"Delhi, India",2.7,127,54.63,बहुत ही शानदार अनुभव! यहाँ आकर बहुत अच्छा लगा।
Safdarjung Tomb - 6,Delhi,"Delhi, India",3.3,2505,78.53,Perfect for family visits!
Khan Market - 47 - 40,Delhi,"Delhi, India",4.1,4060,102.3,सुविधाओं में सुधार की जरूरत है।
Safdarjung Tomb - 11 - 13,Delhi,"Delhi, India",4.6,579,94.89,"Too crowded, didn't enjoy much."
ISKCON Temple - 5,Delhi,"Delhi, India",3.4,68,68.34,"Too crowded, didn't enjoy much."
Indira Gandhi Memorial Museum - 3,Delhi,"Delhi, India",2.7,100,54.5,"Well maintained, great for tourists."
Adventure Island - 46,Delhi,"Delhi, India",4.3,1537,93.69,"Well maintained, great for tourists."
Okhla Bird Sanctuary - 41 - 29,Delhi,"Delhi, India",4.7,1877,103.39,Disappointing experience!
Safdarjung Tomb - 25,Delhi,"Delhi, India",3.1,2393,73.97,"Not well maintained, needs improvement."
Indian Habitat Centre - 35,Delhi,"Delhi, India",3.8,4086,96.43,"Beautiful place, a must-visit destination."
Kunzum Travel Cafe - 46 - 26,Delhi,"Delhi, India",4.3,3202,102.01,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
DLF Promenade - 21 - 7 - 19,Delhi,"Delhi, India",4.1,1425,89.12,सुविधाओं में सुधार की जरूरत है।
Red Fort - 7 - 5,Delhi,"Delhi, India",4.3,4965,110.83,Perfect for family visits!
Bhardwaj Lake - 13 - 47,Delhi,"Delhi, India",5,327,101.64,Perfect for family visits!
Indian Habitat Centre - 9 - 36,Delhi,"Delhi, India",3.5,3992,89.96,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Garden of Five Senses - 34 - 7 - 32,Delhi,"Delhi, India",3.2,1967,73.84,परिवार के लिए बेहतरीन जगह!
Gurudwara Bangla Sahib - 41 - 33,Delhi,"Delhi, India",3,2950,74.75,"Beautiful place, a must-visit destination."
Sarojini Nagar Market - 20 - 15,Delhi,"Delhi, India",2.7,2288,65.44,"Very clean and peaceful, highly recommended."
Shankar's International Dolls Museum - 36,Delhi,"Delhi, India",4.7,2481,106.41,"Beautiful place, a must-visit destination."
Majnu Ka Tila - 22 - 47,Delhi,"Delhi, India",4,3507,97.53,Perfect for family visits!
Kingdom of Dreams - 36,Delhi,"Delhi, India",4.5,370,91.85,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Gurudwara Bangla Sahib - 29 - 37,Delhi,"Delhi, India",2.6,2218,63.09,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Indian Habitat Centre - 30 - 35,Delhi,"Delhi, India",3.2,2410,76.05,Amazing experience! Loved every moment.
Kingdom of Dreams - 9,Delhi,"Delhi, India",3.9,1108,83.54,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Kingdom of Dreams - 43 - 32 - 13,Delhi,"Delhi, India",3.5,2197,80.98,Amazing experience! Loved every moment.
Kunzum Travel Cafe - 46 - 26 - 45,Delhi,"Delhi, India",3.3,2648,79.24,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
Raj Ghat - 47 - 1,Delhi,"Delhi, India",3.5,970,74.85,"Very clean and peaceful, highly recommended."
Sarojini Nagar Market - 20 - 25,Delhi,"Delhi, India",4.3,2572,98.86,"अच्छी तरह से रखरखाव किया गया, पर्यटकों के लिए एक शानदार जगह।"
India Gate - 7 - 6,Delhi,"Delhi, India",2.8,3105,71.53,Disappointing experience!
Sarojini Nagar Market - 20 - 25 - 16,Delhi,"Delhi, India",4,2024,90.12,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Agrasen ki Baoli - 24 - 2,Delhi,"Delhi, India",5,3735,118.67,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
India Gate - 39 - 3 - 45,Delhi,"Delhi, India",4.8,1460,103.3,Perfect for family visits!
Mehrauli Archaeological Park - 8 - 25,Delhi,"Delhi, India",3.8,194,76.97,परिवार के लिए बेहतरीन जगह!
Chandni Chowk - 47 - 15,Delhi,"Delhi, India",4.7,4345,115.72,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Waste to Wonder Park - 19,Delhi,"Delhi, India",4.1,3825,101.12,"देखने में जितना अच्छा लगा, असलियत में वैसा नहीं था।"
Bhardwaj Lake - 3 - 6 - 7,Delhi,"Delhi, India",4,2371,91.86,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Garden of Five Senses - 10,Delhi,"Delhi, India",3,3710,78.55,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Bhardwaj Lake - 42 - 44,Delhi,"Delhi, India",3.9,444,80.22,"बहुत ही साफ़-सुथरा और शांत, सबको सलाह दूँगा।"
Bhardwaj Lake - 20 - 6,Delhi,"Delhi, India",4.9,4812,122.06,Disappointing experience!
Gurudwara Bangla Sahib - 41 - 33 - 15,Delhi,"Delhi, India",4.9,4197,118.98,Amazing experience! Loved every moment.
Feroz Shah Kotla - 28,Delhi,"Delhi, India",3.3,906,70.53,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Okhla Bird Sanctuary - 47 - 39,Delhi,"Delhi, India",2.6,1558,59.79,बहुत ही शानदार अनुभव! यहाँ आकर बहुत अच्छा लगा।
Raj Ghat - 47 - 1 - 36,Delhi,"Delhi, India",4.2,2791,97.95,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
Feroz Shah Kotla - 3 - 3,Delhi,"Delhi, India",4.8,2081,106.41,Perfect for family visits!
Kingdom of Dreams - 36 - 8,Delhi,"Delhi, India",4.8,3269,112.34,"बहुत भीड़भाड़ वाला, ज़्यादा मज़ा नहीं आया।"
Kunzum Travel Cafe - 46 - 26 - 45 - 37,Delhi,"Delhi, India",4.7,2720,107.6,"Well maintained, great for tourists."
Okhla Bird Sanctuary - 41 - 1,Delhi,"Delhi, India",4.2,1983,93.91,सुविधाओं में सुधार की जरूरत है।
Delhi War Cemetery - 41 - 10,Delhi,"Delhi, India",4.1,2398,93.99,"Well maintained, great for tourists."
Kunzum Travel Cafe - 46 - 26 - 45 - 46,Delhi,"Delhi, India",3.7,4016,94.08,"Beautiful place, a must-visit destination."
Red Fort - 7 - 41,Delhi,"Delhi, India",4.2,3124,99.62,सुविधाओं में सुधार की जरूरत है।
Lodhi Garden - 19,Delhi,"Delhi, India",4.8,4143,116.72,"समय की बर्बादी, यहाँ आकर अच्छा अनुभव नहीं मिला।"
Kingdom of Dreams - 36 - 8 - 15,Delhi,"Delhi, India",4,2632,93.16,Amazing experience! Loved every moment.
Bhardwaj Lake - 25,Delhi,"Delhi, India",3.4,3518,85.59,"देखने में जितना अच्छा लगा, असलियत में वैसा नहीं था।"
Indian Habitat Centre - 35 - 31,Delhi,"Delhi, India",3.1,4630,85.15,परिवार के लिए बेहतरीन जगह!
Agrasen ki Baoli - 24 - 2 - 36,Delhi,"Delhi, India",4.6,41,92.2,"Beautiful place, a must-visit destination."
Garden of Five Senses - 4,Delhi,"Delhi, India",3.6,1533,79.67,"Beautiful place, a must-visit destination."
Khan Market - 22 - 44,Delhi,"Delhi, India",3.9,1512,85.56,Disappointing experience!
Bhardwaj Lake - 20 - 6 - 23,Delhi,"Delhi, India",2.6,4374,73.87,"Well maintained, great for tourists."
Kingdom of Dreams - 6,Delhi,"Delhi, India",2.8,2485,68.42,"शानदार जगह, एक बार ज़रूर जाना चाहिए।"
